Model,MDO4054-3
Firmware Version,2.10

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0.05978
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,-4.02
,
,
,
Label,
TIME,CH1
2.5680e-02,13.08
2.5700e-02,13
2.5720e-02,13.32
2.5740e-02,13.4
2.5760e-02,13.32
2.5780e-02,13.16
2.5800e-02,13.16
2.5820e-02,13.24
2.5840e-02,13.4
2.5860e-02,13.24
2.5880e-02,13.08
2.5900e-02,13.08
2.5920e-02,13.4
2.5940e-02,13.48
2.5960e-02,13.32
2.5980e-02,13.08
2.6000e-02,13.16
2.6020e-02,13.4
2.6040e-02,13.4
2.6060e-02,13.24
2.6080e-02,13.08
2.6100e-02,13.24
2.6120e-02,13.48
2.6140e-02,13.32
2.6160e-02,13.24
2.6180e-02,13
2.6200e-02,13.16
2.6220e-02,13.32
2.6240e-02,13.4
2.6260e-02,13.24
2.6280e-02,13.08
2.6300e-02,13.08
2.6320e-02,13.4
2.6340e-02,13.4
2.6360e-02,13.32
2.6380e-02,13.08
2.6400e-02,13.16
2.6420e-02,13.48
2.6440e-02,13.48
2.6460e-02,13.32
2.6480e-02,13.08
2.6500e-02,13.16
2.6520e-02,13.32
2.6540e-02,13.4
2.6560e-02,13.4
2.6580e-02,13.16
2.6600e-02,13.24
2.6620e-02,13.4
2.6640e-02,13.48
2.6660e-02,13.4
2.6680e-02,13.16
2.6700e-02,13.24
2.6720e-02,13.4
2.6740e-02,13.48
2.6760e-02,13.4
2.6780e-02,13.16
2.6800e-02,13.16
2.6820e-02,13.48
2.6840e-02,13.56
2.6860e-02,13.4
2.6880e-02,13.16
2.6900e-02,13.32
2.6920e-02,13.48
2.6940e-02,13.64
2.6960e-02,13.4
2.6980e-02,13.16
2.7000e-02,13.32
2.7020e-02,13.48
2.7040e-02,13.48
2.7060e-02,13.48
2.7080e-02,13.16
2.7100e-02,13.16
2.7120e-02,13.56
2.7140e-02,13.4
2.7160e-02,13.4
2.7180e-02,13.16
2.7200e-02,13.16
2.7220e-02,13.4
2.7240e-02,13.56
2.7260e-02,13.4
2.7280e-02,13.16
2.7300e-02,13.16
2.7320e-02,13.56
2.7340e-02,13.48
2.7360e-02,13.32
2.7380e-02,13.16
2.7400e-02,13.32
2.7420e-02,13.4
2.7440e-02,13.56
2.7460e-02,13.32
2.7480e-02,13.24
2.7500e-02,13.16
2.7520e-02,13.4
2.7540e-02,13.48
2.7560e-02,13.32
2.7580e-02,13.16
2.7600e-02,13.24
2.7620e-02,13.4
2.7640e-02,13.48
2.7660e-02,13.4
2.7680e-02,13.16
2.7700e-02,13.24
2.7720e-02,13.56
2.7740e-02,13.48
2.7760e-02,13.32
2.7780e-02,13.16
2.7800e-02,13.24
2.7820e-02,13.48
2.7840e-02,13.48
2.7860e-02,13.48
2.7880e-02,13.16
2.7900e-02,13.32
2.7920e-02,13.56
2.7940e-02,13.64
2.7960e-02,13.4
2.7980e-02,13.16
2.8000e-02,13.32
2.8020e-02,13.48
2.8040e-02,13.64
2.8060e-02,13.4
2.8080e-02,13.24
2.8100e-02,13.32
2.8120e-02,13.56
2.8140e-02,13.72
2.8160e-02,13.4
2.8180e-02,13.16
2.8200e-02,13.4
2.8220e-02,13.64
2.8240e-02,13.56
2.8260e-02,13.48
2.8280e-02,13.24
2.8300e-02,13.24
2.8320e-02,13.64
2.8340e-02,13.64
2.8360e-02,13.4
2.8380e-02,13.24
2.8400e-02,13.16
2.8420e-02,13.48
2.8440e-02,13.64
2.8460e-02,13.4
2.8480e-02,13.16
2.8500e-02,13.4
2.8520e-02,13.48
2.8540e-02,13.64
2.8560e-02,13.56
2.8580e-02,13.16
2.8600e-02,13.32
2.8620e-02,13.56
2.8640e-02,13.72
2.8660e-02,13.4
2.8680e-02,13.24
2.8700e-02,13.48
2.8720e-02,13.56
2.8740e-02,13.56
2.8760e-02,13.4
2.8780e-02,13.32
2.8800e-02,13.4
2.8820e-02,13.64
2.8840e-02,13.72
2.8860e-02,13.48
2.8880e-02,13.24
2.8900e-02,13.32
2.8920e-02,13.64
2.8940e-02,13.72
2.8960e-02,13.56
2.8980e-02,13.32
2.9000e-02,13.32
2.9020e-02,13.64
2.9040e-02,13.64
2.9060e-02,13.4
2.9080e-02,13.24
2.9100e-02,13.32
2.9120e-02,13.56
2.9140e-02,13.56
2.9160e-02,13.4
2.9180e-02,13.24
2.9200e-02,13.24
2.9220e-02,13.56
2.9240e-02,13.8
2.9260e-02,13.56
2.9280e-02,13.32
2.9300e-02,13.32
2.9320e-02,13.56
2.9340e-02,13.64
2.9360e-02,13.48
2.9380e-02,13.16
2.9400e-02,13.32
2.9420e-02,13.56
2.9440e-02,13.64
2.9460e-02,13.4
2.9480e-02,13.24
2.9500e-02,13.4
2.9520e-02,13.64
2.9540e-02,13.64
2.9560e-02,13.56
2.9580e-02,13.24
2.9600e-02,13.32
2.9620e-02,13.56
2.9640e-02,13.56
2.9660e-02,13.48
2.9680e-02,13.24
2.9700e-02,13.32
2.9720e-02,13.56
2.9740e-02,13.56
2.9760e-02,13.32
2.9780e-02,13.16
2.9800e-02,13.32
2.9820e-02,13.56
2.9840e-02,13.72
2.9860e-02,13.48
2.9880e-02,13.32
2.9900e-02,13.32
2.9920e-02,13.48
2.9940e-02,13.64
2.9960e-02,13.48
2.9980e-02,13.24
3.0000e-02,13.4
3.0020e-02,13.48
3.0040e-02,13.56
3.0060e-02,13.4
3.0080e-02,13.32
3.0100e-02,13.32
3.0120e-02,13.48
3.0140e-02,13.8
3.0160e-02,13.4
3.0180e-02,13.24
3.0200e-02,13.4
3.0220e-02,13.56
3.0240e-02,13.64
3.0260e-02,13.48
3.0280e-02,13.16
3.0300e-02,13.4
3.0320e-02,13.56
3.0340e-02,13.8
3.0360e-02,13.48
3.0380e-02,13.24
3.0400e-02,13.48
3.0420e-02,13.56
3.0440e-02,13.72
3.0460e-02,13.56
3.0480e-02,13.4
3.0500e-02,13.32
3.0520e-02,13.64
3.0540e-02,13.64
3.0560e-02,13.4
3.0580e-02,13.32
3.0600e-02,13.48
3.0620e-02,13.72
3.0640e-02,13.72
3.0660e-02,13.48
3.0680e-02,13.24
3.0700e-02,13.32
3.0720e-02,13.64
3.0740e-02,13.72
3.0760e-02,13.48
3.0780e-02,13.16
3.0800e-02,13.48
3.0820e-02,13.72
3.0840e-02,13.72
3.0860e-02,13.64
3.0880e-02,13.32
3.0900e-02,13.4
3.0920e-02,13.72
3.0940e-02,13.72
3.0960e-02,13.64
3.0980e-02,13.4
3.1000e-02,13.4
3.1020e-02,13.64
3.1040e-02,13.72
3.1060e-02,13.56
3.1080e-02,13.24
3.1100e-02,13.4
3.1120e-02,13.72
3.1140e-02,13.8
3.1160e-02,13.56
3.1180e-02,13.4
3.1200e-02,13.56
3.1220e-02,13.8
3.1240e-02,13.72
3.1260e-02,13.64
3.1280e-02,13.4
3.1300e-02,13.48
3.1320e-02,13.72
3.1340e-02,13.88
3.1360e-02,13.56
3.1380e-02,13.4
3.1400e-02,13.56
3.1420e-02,13.64
3.1440e-02,13.72
3.1460e-02,13.56
3.1480e-02,13.32
3.1500e-02,13.4
3.1520e-02,13.72
3.1540e-02,13.8
3.1560e-02,13.64
3.1580e-02,13.32
3.1600e-02,13.4
3.1620e-02,13.72
3.1640e-02,13.8
3.1660e-02,13.56
3.1680e-02,13.4
3.1700e-02,13.4
3.1720e-02,13.72
3.1740e-02,13.88
3.1760e-02,13.56
3.1780e-02,13.32
3.1800e-02,13.48
3.1820e-02,13.64
3.1840e-02,13.8
3.1860e-02,13.56
3.1880e-02,13.4
3.1900e-02,13.4
3.1920e-02,13.8
3.1940e-02,13.8
3.1960e-02,13.64
3.1980e-02,13.4
3.2000e-02,13.48
3.2020e-02,13.72
3.2040e-02,13.72
3.2060e-02,13.64
3.2080e-02,13.32
3.2100e-02,13.48
3.2120e-02,13.8
3.2140e-02,13.72
3.2160e-02,13.72
3.2180e-02,13.32
3.2200e-02,13.4
3.2220e-02,13.72
3.2240e-02,13.72
3.2260e-02,13.56
3.2280e-02,13.4
3.2300e-02,13.56
3.2320e-02,13.8
3.2340e-02,13.8
3.2360e-02,13.64
3.2380e-02,13.56
3.2400e-02,13.56
3.2420e-02,13.72
3.2440e-02,13.72
3.2460e-02,13.64
3.2480e-02,13.48
3.2500e-02,13.56
3.2520e-02,13.72
3.2540e-02,13.8
3.2560e-02,13.64
3.2580e-02,13.48
3.2600e-02,13.56
3.2620e-02,13.72
3.2640e-02,13.88
3.2660e-02,13.64
3.2680e-02,13.48
3.2700e-02,13.56
3.2720e-02,13.88
3.2740e-02,13.88
3.2760e-02,13.8
3.2780e-02,13.48
3.2800e-02,13.56
3.2820e-02,13.72
3.2840e-02,13.88
3.2860e-02,13.64
3.2880e-02,13.4
3.2900e-02,13.56
3.2920e-02,13.88
3.2940e-02,13.88
3.2960e-02,13.64
3.2980e-02,13.56
3.3000e-02,13.48
3.3020e-02,13.72
3.3040e-02,13.88
3.3060e-02,13.8
3.3080e-02,13.48
3.3100e-02,13.64
3.3120e-02,13.88
3.3140e-02,13.96
3.3160e-02,13.72
3.3180e-02,13.4
3.3200e-02,13.56
3.3220e-02,13.88
3.3240e-02,13.88
3.3260e-02,13.64
3.3280e-02,13.56
3.3300e-02,13.56
3.3320e-02,13.88
3.3340e-02,14.04
3.3360e-02,13.64
3.3380e-02,13.4
3.3400e-02,13.56
3.3420e-02,13.88
3.3440e-02,13.96
3.3460e-02,13.72
3.3480e-02,13.56
3.3500e-02,13.72
3.3520e-02,13.8
3.3540e-02,13.88
3.3560e-02,13.72
3.3580e-02,13.48
3.3600e-02,13.72
3.3620e-02,13.88
3.3640e-02,13.88
3.3660e-02,13.8
3.3680e-02,13.4
3.3700e-02,13.64
3.3720e-02,13.8
3.3740e-02,13.88
3.3760e-02,13.72
3.3780e-02,13.56
3.3800e-02,13.56
3.3820e-02,13.8
3.3840e-02,13.88
3.3860e-02,13.72
3.3880e-02,13.48
3.3900e-02,13.72
3.3920e-02,13.96
3.3940e-02,13.88
3.3960e-02,13.72
3.3980e-02,13.56
3.4000e-02,13.64
3.4020e-02,13.88
3.4040e-02,13.96
3.4060e-02,13.72
3.4080e-02,13.56
3.4100e-02,13.56
3.4120e-02,13.88
3.4140e-02,14.04
3.4160e-02,13.8
3.4180e-02,13.56
3.4200e-02,13.64
3.4220e-02,13.96
3.4240e-02,13.96
3.4260e-02,13.8
3.4280e-02,13.56
3.4300e-02,13.64
3.4320e-02,13.96
3.4340e-02,13.96
3.4360e-02,13.8
3.4380e-02,13.64
3.4400e-02,13.64
3.4420e-02,13.88
3.4440e-02,13.96
3.4460e-02,13.88
3.4480e-02,13.56
3.4500e-02,13.64
3.4520e-02,13.88
3.4540e-02,13.96
3.4560e-02,13.72
3.4580e-02,13.56
3.4600e-02,13.72
3.4620e-02,13.96
3.4640e-02,14.04
3.4660e-02,13.72
3.4680e-02,13.64
3.4700e-02,13.8
3.4720e-02,13.96
3.4740e-02,14.04
3.4760e-02,13.8
3.4780e-02,13.56
3.4800e-02,13.72
3.4820e-02,13.88
3.4840e-02,13.96
3.4860e-02,13.88
3.4880e-02,13.64
3.4900e-02,13.64
3.4920e-02,14.04
3.4940e-02,14.04
3.4960e-02,13.88
3.4980e-02,13.72
3.5000e-02,13.72
3.5020e-02,13.8
3.5040e-02,14.04
3.5060e-02,13.88
3.5080e-02,13.72
3.5100e-02,13.72
3.5120e-02,13.96
3.5140e-02,13.88
3.5160e-02,13.88
3.5180e-02,13.64
3.5200e-02,13.72
3.5220e-02,13.96
3.5240e-02,13.96
3.5260e-02,13.8
3.5280e-02,13.56
3.5300e-02,13.72
3.5320e-02,13.96
3.5340e-02,13.88
3.5360e-02,13.8
3.5380e-02,13.56
3.5400e-02,13.72
3.5420e-02,13.88
3.5440e-02,14.12
3.5460e-02,13.8
3.5480e-02,13.56
3.5500e-02,13.8
3.5520e-02,13.96
3.5540e-02,14.2
3.5560e-02,13.88
3.5580e-02,13.56
3.5600e-02,13.8
3.5620e-02,13.96
3.5640e-02,14.04
3.5660e-02,13.88
3.5680e-02,13.56
3.5700e-02,13.72
3.5720e-02,13.88
3.5740e-02,13.96
3.5760e-02,13.8
3.5780e-02,13.72
3.5800e-02,13.72
3.5820e-02,13.96
3.5840e-02,14.04
3.5860e-02,13.8
3.5880e-02,13.72
3.5900e-02,13.72
3.5920e-02,13.96
3.5940e-02,13.88
3.5960e-02,13.8
3.5980e-02,13.8
3.6000e-02,13.8
3.6020e-02,13.88
3.6040e-02,14.04
3.6060e-02,13.8
3.6080e-02,13.64
3.6100e-02,13.72
3.6120e-02,14.04
3.6140e-02,14.04
3.6160e-02,13.88
3.6180e-02,13.64
3.6200e-02,13.8
3.6220e-02,14.04
3.6240e-02,14.04
3.6260e-02,13.88
3.6280e-02,13.64
3.6300e-02,13.72
3.6320e-02,14.04
3.6340e-02,14.12
3.6360e-02,13.8
3.6380e-02,13.72
3.6400e-02,13.72
3.6420e-02,13.96
3.6440e-02,14.04
3.6460e-02,13.88
3.6480e-02,13.56
3.6500e-02,13.88
3.6520e-02,14.04
3.6540e-02,14.04
3.6560e-02,13.88
3.6580e-02,13.72
3.6600e-02,13.88
3.6620e-02,14.2
3.6640e-02,14.12
3.6660e-02,13.96
3.6680e-02,13.64
3.6700e-02,13.8
3.6720e-02,14.04
3.6740e-02,14.04
3.6760e-02,13.96
3.6780e-02,13.64
3.6800e-02,13.8
3.6820e-02,13.96
3.6840e-02,14.12
3.6860e-02,13.88
3.6880e-02,13.64
3.6900e-02,13.88
3.6920e-02,14.04
3.6940e-02,14.12
3.6960e-02,13.88
3.6980e-02,13.8
3.7000e-02,13.72
3.7020e-02,14.04
3.7040e-02,14.12
3.7060e-02,13.88
3.7080e-02,13.8
3.7100e-02,13.88
3.7120e-02,14.04
3.7140e-02,14.2
3.7160e-02,13.96
3.7180e-02,13.72
3.7200e-02,13.88
3.7220e-02,14.12
3.7240e-02,14.12
3.7260e-02,13.8
3.7280e-02,13.72
3.7300e-02,13.88
3.7320e-02,14.12
3.7340e-02,14.12
3.7360e-02,14.04
3.7380e-02,13.8
3.7400e-02,13.88
3.7420e-02,14.12
3.7440e-02,14.12
3.7460e-02,14.04
3.7480e-02,13.72
3.7500e-02,13.8
3.7520e-02,14.12
3.7540e-02,14.28
3.7560e-02,13.96
3.7580e-02,13.8
3.7600e-02,13.96
3.7620e-02,14.12
3.7640e-02,14.2
3.7660e-02,13.96
3.7680e-02,13.88
3.7700e-02,13.96
3.7720e-02,14.2
3.7740e-02,14.12
3.7760e-02,13.88
3.7780e-02,13.72
3.7800e-02,13.8
3.7820e-02,14.12
3.7840e-02,14.12
3.7860e-02,13.96
3.7880e-02,13.8
3.7900e-02,13.72
3.7920e-02,14.12
3.7940e-02,14.12
3.7960e-02,13.88
3.7980e-02,13.8
3.8000e-02,13.96
3.8020e-02,14.12
3.8040e-02,14.12
3.8060e-02,13.96
3.8080e-02,13.8
3.8100e-02,13.8
3.8120e-02,14.12
3.8140e-02,14.2
3.8160e-02,14.04
3.8180e-02,13.72
3.8200e-02,13.88
3.8220e-02,14.2
3.8240e-02,14.12
3.8260e-02,14.04
3.8280e-02,13.88
3.8300e-02,13.88
3.8320e-02,14.2
3.8340e-02,14.04
3.8360e-02,13.96
3.8380e-02,13.8
3.8400e-02,13.96
3.8420e-02,14.12
3.8440e-02,14.12
3.8460e-02,13.96
3.8480e-02,13.8
3.8500e-02,14.04
3.8520e-02,14.12
3.8540e-02,14.2
3.8560e-02,13.96
3.8580e-02,13.8
3.8600e-02,13.96
3.8620e-02,14.2
3.8640e-02,14.2
3.8660e-02,13.88
3.8680e-02,13.88
3.8700e-02,13.96
3.8720e-02,14.12
3.8740e-02,14.28
3.8760e-02,14.04
3.8780e-02,13.8
3.8800e-02,13.8
3.8820e-02,14.28
3.8840e-02,14.2
3.8860e-02,13.96
3.8880e-02,13.8
3.8900e-02,13.88
3.8920e-02,14.2
3.8940e-02,14.2
3.8960e-02,14.12
3.8980e-02,13.72
3.9000e-02,13.88
3.9020e-02,14.2
3.9040e-02,14.2
3.9060e-02,13.96
3.9080e-02,13.88
3.9100e-02,13.8
3.9120e-02,14.2
3.9140e-02,14.12
3.9160e-02,13.96
3.9180e-02,13.88
3.9200e-02,14.04
3.9220e-02,14.2
3.9240e-02,14.28
3.9260e-02,13.96
3.9280e-02,13.96
3.9300e-02,13.88
3.9320e-02,14.2
3.9340e-02,14.28
3.9360e-02,13.96
3.9380e-02,13.88
3.9400e-02,13.88
3.9420e-02,14.28
3.9440e-02,14.2
3.9460e-02,14.04
3.9480e-02,13.8
3.9500e-02,13.96
3.9520e-02,14.12
3.9540e-02,14.2
3.9560e-02,13.96
3.9580e-02,13.8
3.9600e-02,13.8
3.9620e-02,14.12
3.9640e-02,14.2
3.9660e-02,13.96
3.9680e-02,13.8
3.9700e-02,14.04
3.9720e-02,14.2
3.9740e-02,14.28
3.9760e-02,13.96
3.9780e-02,13.8
3.9800e-02,13.96
3.9820e-02,14.36
3.9840e-02,14.28
3.9860e-02,14.04
3.9880e-02,13.88
3.9900e-02,14.04
3.9920e-02,14.28
3.9940e-02,14.2
3.9960e-02,13.96
3.9980e-02,13.72
4.0000e-02,13.96
4.0020e-02,14.28
4.0040e-02,14.28
4.0060e-02,14.04
4.0080e-02,13.96
4.0100e-02,14.04
4.0120e-02,14.36
4.0140e-02,14.36
4.0160e-02,13.96
4.0180e-02,13.88
4.0200e-02,14.04
4.0220e-02,14.2
4.0240e-02,14.28
4.0260e-02,14.12
4.0280e-02,13.88
4.0300e-02,14.04
4.0320e-02,14.2
4.0340e-02,14.28
4.0360e-02,14.12
4.0380e-02,13.96
4.0400e-02,13.96
4.0420e-02,14.28
4.0440e-02,14.2
4.0460e-02,14.2
4.0480e-02,13.8
4.0500e-02,14.04
4.0520e-02,14.36
4.0540e-02,14.36
4.0560e-02,13.96
4.0580e-02,13.96
4.0600e-02,13.96
4.0620e-02,14.28
4.0640e-02,14.28
4.0660e-02,14.12
4.0680e-02,13.96
4.0700e-02,13.96
4.0720e-02,14.36
4.0740e-02,14.28
4.0760e-02,14.04
4.0780e-02,13.88
4.0800e-02,13.96
4.0820e-02,14.28
4.0840e-02,14.28
4.0860e-02,13.96
4.0880e-02,13.88
4.0900e-02,13.96
4.0920e-02,14.2
4.0940e-02,14.28
4.0960e-02,14.12
4.0980e-02,13.96
4.1000e-02,14.12
4.1020e-02,14.28
4.1040e-02,14.28
4.1060e-02,14.12
4.1080e-02,13.8
4.1100e-02,14.04
4.1120e-02,14.2
4.1140e-02,14.28
4.1160e-02,14.12
4.1180e-02,13.96
4.1200e-02,13.96
4.1220e-02,14.36
4.1240e-02,14.28
4.1260e-02,14.12
4.1280e-02,13.96
4.1300e-02,14.04
4.1320e-02,14.28
4.1340e-02,14.2
4.1360e-02,14.04
4.1380e-02,13.88
4.1400e-02,14.12
4.1420e-02,14.28
4.1440e-02,14.28
4.1460e-02,14.04
4.1480e-02,13.96
4.1500e-02,14.04
4.1520e-02,14.28
4.1540e-02,14.28
4.1560e-02,14.12
4.1580e-02,13.88
4.1600e-02,14.12
4.1620e-02,14.28
4.1640e-02,14.28
4.1660e-02,14.04
4.1680e-02,13.96
4.1700e-02,14.04
4.1720e-02,14.28
4.1740e-02,14.36
4.1760e-02,14.12
4.1780e-02,13.96
4.1800e-02,13.96
4.1820e-02,14.28
4.1840e-02,14.28
4.1860e-02,14.12
4.1880e-02,13.88
4.1900e-02,14.12
4.1920e-02,14.36
4.1940e-02,14.28
4.1960e-02,14.04
4.1980e-02,14.12
4.2000e-02,14.12
4.2020e-02,14.36
4.2040e-02,14.36
4.2060e-02,14.12
4.2080e-02,13.96
4.2100e-02,14.04
4.2120e-02,14.28
4.2140e-02,14.28
4.2160e-02,14.2
4.2180e-02,14.04
4.2200e-02,14.04
4.2220e-02,14.36
4.2240e-02,14.36
4.2260e-02,14.12
4.2280e-02,13.96
4.2300e-02,14.12
4.2320e-02,14.44
4.2340e-02,14.28
4.2360e-02,14.12
4.2380e-02,13.96
4.2400e-02,14.04
4.2420e-02,14.2
4.2440e-02,14.28
4.2460e-02,14.04
4.2480e-02,14.04
4.2500e-02,13.96
4.2520e-02,14.28
4.2540e-02,14.28
4.2560e-02,14.12
4.2580e-02,13.88
4.2600e-02,14.12
4.2620e-02,14.28
4.2640e-02,14.28
4.2660e-02,14.2
4.2680e-02,13.88
4.2700e-02,14.04
4.2720e-02,14.36
4.2740e-02,14.2
4.2760e-02,14.2
4.2780e-02,13.88
4.2800e-02,14.12
4.2820e-02,14.28
4.2840e-02,14.36
4.2860e-02,14.12
4.2880e-02,13.96
4.2900e-02,14.12
4.2920e-02,14.28
4.2940e-02,14.28
4.2960e-02,14.2
4.2980e-02,13.96
4.3000e-02,13.96
4.3020e-02,14.2
4.3040e-02,14.2
4.3060e-02,14.12
4.3080e-02,13.96
4.3100e-02,14.04
4.3120e-02,14.28
4.3140e-02,14.28
4.3160e-02,14.04
4.3180e-02,13.88
4.3200e-02,14.12
4.3220e-02,14.28
4.3240e-02,14.28
4.3260e-02,14.12
4.3280e-02,14.04
4.3300e-02,14.12
4.3320e-02,14.36
4.3340e-02,14.28
4.3360e-02,14.04
4.3380e-02,13.96
4.3400e-02,13.96
4.3420e-02,14.44
4.3440e-02,14.44
4.3460e-02,14.12
4.3480e-02,13.96
4.3500e-02,14.04
4.3520e-02,14.36
4.3540e-02,14.28
4.3560e-02,14.04
4.3580e-02,13.96
4.3600e-02,14.04
4.3620e-02,14.36
4.3640e-02,14.2
4.3660e-02,14.2
4.3680e-02,13.96
4.3700e-02,14.04
4.3720e-02,14.28
4.3740e-02,14.2
4.3760e-02,14.12
4.3780e-02,13.96
4.3800e-02,14.04
4.3820e-02,14.28
4.3840e-02,14.36
4.3860e-02,14.12
4.3880e-02,13.96
4.3900e-02,14.04
4.3920e-02,14.36
4.3940e-02,14.36
4.3960e-02,14.04
4.3980e-02,13.88
4.4000e-02,14.04
4.4020e-02,14.28
4.4040e-02,14.36
4.4060e-02,14.2
4.4080e-02,13.96
4.4100e-02,13.96
4.4120e-02,14.52
4.4140e-02,14.36
4.4160e-02,14.12
4.4180e-02,13.96
4.4200e-02,14.04
4.4220e-02,14.36
4.4240e-02,14.36
4.4260e-02,14.04
4.4280e-02,13.96
4.4300e-02,14.12
4.4320e-02,14.36
4.4340e-02,14.44
4.4360e-02,14.04
4.4380e-02,13.96
4.4400e-02,14.04
4.4420e-02,14.28
4.4440e-02,14.28
4.4460e-02,14.12
4.4480e-02,13.88
4.4500e-02,14.2
4.4520e-02,14.2
4.4540e-02,14.28
4.4560e-02,14.2
4.4580e-02,13.96
4.4600e-02,13.96
4.4620e-02,14.28
4.4640e-02,14.28
4.4660e-02,14.12
4.4680e-02,14.04
4.4700e-02,14.12
4.4720e-02,14.44
4.4740e-02,14.36
4.4760e-02,13.96
4.4780e-02,13.88
4.4800e-02,14.12
4.4820e-02,14.36
4.4840e-02,14.36
4.4860e-02,14.04
4.4880e-02,14.12
4.4900e-02,14.12
4.4920e-02,14.36
4.4940e-02,14.28
4.4960e-02,14.2
4.4980e-02,13.96
4.5000e-02,14.04
4.5020e-02,14.44
4.5040e-02,14.36
4.5060e-02,14.2
4.5080e-02,14.04
4.5100e-02,14.2
4.5120e-02,14.28
4.5140e-02,14.44
4.5160e-02,14.12
4.5180e-02,13.96
4.5200e-02,14.2
4.5220e-02,14.36
4.5240e-02,14.36
4.5260e-02,14.12
4.5280e-02,14.04
4.5300e-02,14.2
4.5320e-02,14.28
4.5340e-02,14.36
4.5360e-02,14.2
4.5380e-02,13.96
4.5400e-02,14.2
4.5420e-02,14.36
4.5440e-02,14.36
4.5460e-02,14.12
4.5480e-02,13.96
4.5500e-02,14.04
4.5520e-02,14.36
4.5540e-02,14.28
4.5560e-02,14.28
4.5580e-02,14.04
4.5600e-02,14.2
4.5620e-02,14.36
4.5640e-02,14.36
4.5660e-02,14.12
4.5680e-02,13.96
4.5700e-02,14.12
4.5720e-02,14.44
4.5740e-02,14.52
4.5760e-02,14.2
4.5780e-02,14.04
4.5800e-02,13.96
4.5820e-02,14.36
4.5840e-02,14.44
4.5860e-02,14.28
4.5880e-02,14.12
4.5900e-02,14.2
4.5920e-02,14.52
4.5940e-02,14.44
4.5960e-02,14.2
4.5980e-02,14.12
4.6000e-02,14.28
4.6020e-02,14.52
4.6040e-02,14.52
4.6060e-02,14.28
4.6080e-02,14.12
4.6100e-02,14.2
4.6120e-02,14.44
4.6140e-02,14.52
4.6160e-02,14.28
4.6180e-02,14.04
4.6200e-02,14.28
4.6220e-02,14.44
4.6240e-02,14.52
4.6260e-02,14.12
4.6280e-02,14.04
4.6300e-02,14.28
4.6320e-02,14.44
4.6340e-02,14.44
4.6360e-02,14.12
4.6380e-02,14.12
4.6400e-02,14.28
4.6420e-02,14.36
4.6440e-02,14.6
4.6460e-02,14.12
4.6480e-02,14.2
4.6500e-02,14.28
4.6520e-02,14.36
4.6540e-02,14.36
4.6560e-02,14.28
4.6580e-02,14.12
4.6600e-02,14.28
4.6620e-02,14.44
4.6640e-02,14.44
4.6660e-02,14.28
4.6680e-02,14.12
4.6700e-02,14.36
4.6720e-02,14.44
4.6740e-02,14.44
4.6760e-02,14.28
4.6780e-02,14.12
4.6800e-02,14.28
4.6820e-02,14.36
4.6840e-02,14.52
4.6860e-02,14.28
4.6880e-02,14.12
4.6900e-02,14.2
4.6920e-02,14.36
4.6940e-02,14.44
4.6960e-02,14.28
4.6980e-02,14.04
4.7000e-02,14.2
4.7020e-02,14.44
4.7040e-02,14.52
4.7060e-02,14.2
4.7080e-02,14.12
4.7100e-02,14.2
4.7120e-02,14.52
4.7140e-02,14.52
4.7160e-02,14.28
4.7180e-02,14.12
4.7200e-02,14.2
4.7220e-02,14.52
4.7240e-02,14.52
4.7260e-02,14.28
4.7280e-02,14.12
4.7300e-02,14.2
4.7320e-02,14.52
4.7340e-02,14.52
4.7360e-02,14.28
4.7380e-02,14.2
4.7400e-02,14.28
4.7420e-02,14.52
4.7440e-02,14.44
4.7460e-02,14.28
4.7480e-02,14.2
4.7500e-02,14.28
4.7520e-02,14.44
4.7540e-02,14.52
4.7560e-02,14.28
4.7580e-02,14.12
4.7600e-02,14.2
4.7620e-02,14.44
4.7640e-02,14.44
4.7660e-02,14.28
4.7680e-02,14.12
4.7700e-02,14.28
4.7720e-02,14.44
4.7740e-02,14.44
4.7760e-02,14.28
4.7780e-02,13.96
4.7800e-02,14.2
4.7820e-02,14.44
4.7840e-02,14.52
4.7860e-02,14.2
4.7880e-02,14.12
4.7900e-02,14.2
4.7920e-02,14.52
4.7940e-02,14.52
4.7960e-02,14.2
4.7980e-02,14.12
4.8000e-02,14.28
4.8020e-02,14.52
4.8040e-02,14.52
4.8060e-02,14.28
4.8080e-02,14.2
4.8100e-02,14.28
4.8120e-02,14.36
4.8140e-02,14.52
4.8160e-02,14.2
4.8180e-02,14.2
4.8200e-02,14.36
4.8220e-02,14.44
4.8240e-02,14.52
4.8260e-02,14.36
4.8280e-02,14.12
4.8300e-02,14.2
4.8320e-02,14.6
4.8340e-02,14.44
4.8360e-02,14.2
4.8380e-02,14.12
4.8400e-02,14.2
4.8420e-02,14.52
4.8440e-02,14.36
4.8460e-02,14.28
4.8480e-02,14.2
4.8500e-02,14.2
4.8520e-02,14.52
4.8540e-02,14.44
4.8560e-02,14.28
4.8580e-02,14.2
4.8600e-02,14.28
4.8620e-02,14.52
4.8640e-02,14.52
4.8660e-02,14.28
4.8680e-02,14.12
