Model,MDO4054-3
Firmware Version,2.10

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0.05978
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,-4.02
,
,
,
Label,
TIME,CH1
1.1886e-01,14.76
1.1888e-01,15
1.1890e-01,15.24
1.1892e-01,15.08
1.1894e-01,14.76
1.1896e-01,14.84
1.1898e-01,14.92
1.1900e-01,15.08
1.1902e-01,15.08
1.1904e-01,14.84
1.1906e-01,14.68
1.1908e-01,14.92
1.1910e-01,15.08
1.1912e-01,15.08
1.1914e-01,14.68
1.1916e-01,14.76
1.1918e-01,15.08
1.1920e-01,15.24
1.1922e-01,15.08
1.1924e-01,14.76
1.1926e-01,14.76
1.1928e-01,14.84
1.1930e-01,15.24
1.1932e-01,15.08
1.1934e-01,14.84
1.1936e-01,14.84
1.1938e-01,14.92
1.1940e-01,15.24
1.1942e-01,15.08
1.1944e-01,14.84
1.1946e-01,14.76
1.1948e-01,14.92
1.1950e-01,15.16
1.1952e-01,15.08
1.1954e-01,14.76
1.1956e-01,14.68
1.1958e-01,14.92
1.1960e-01,15.08
1.1962e-01,15.08
1.1964e-01,14.76
1.1966e-01,14.76
1.1968e-01,14.92
1.1970e-01,15.16
1.1972e-01,15.08
1.1974e-01,14.76
1.1976e-01,14.68
1.1978e-01,14.92
1.1980e-01,15.24
1.1982e-01,15.08
1.1984e-01,14.68
1.1986e-01,14.76
1.1988e-01,14.92
1.1990e-01,15.24
1.1992e-01,15.08
1.1994e-01,14.84
1.1996e-01,14.76
1.1998e-01,14.92
1.2000e-01,15.16
1.2002e-01,15.08
1.2004e-01,14.84
1.2006e-01,14.76
1.2008e-01,15
1.2010e-01,15.16
1.2012e-01,15.24
1.2014e-01,14.76
1.2016e-01,14.84
1.2018e-01,15
1.2020e-01,15.16
1.2022e-01,15.08
1.2024e-01,14.84
1.2026e-01,14.84
1.2028e-01,14.84
1.2030e-01,15.08
1.2032e-01,15.08
1.2034e-01,14.76
1.2036e-01,14.76
1.2038e-01,14.92
1.2040e-01,15.16
1.2042e-01,15.08
1.2044e-01,14.84
1.2046e-01,14.84
1.2048e-01,14.92
1.2050e-01,15.24
1.2052e-01,15.08
1.2054e-01,14.84
1.2056e-01,14.92
1.2058e-01,14.92
1.2060e-01,15.08
1.2062e-01,15.08
1.2064e-01,14.84
1.2066e-01,14.76
1.2068e-01,14.92
1.2070e-01,15.16
1.2072e-01,15
1.2074e-01,14.76
1.2076e-01,14.68
1.2078e-01,14.92
1.2080e-01,15.24
1.2082e-01,15
1.2084e-01,14.76
1.2086e-01,14.84
1.2088e-01,15
1.2090e-01,15.08
1.2092e-01,15.08
1.2094e-01,14.84
1.2096e-01,14.68
1.2098e-01,15
1.2100e-01,15.16
1.2102e-01,15.08
1.2104e-01,14.76
1.2106e-01,14.84
1.2108e-01,14.92
1.2110e-01,15.24
1.2112e-01,15
1.2114e-01,14.76
1.2116e-01,14.68
1.2118e-01,14.92
1.2120e-01,15.24
1.2122e-01,15
1.2124e-01,14.68
1.2126e-01,14.76
1.2128e-01,15
1.2130e-01,15.24
1.2132e-01,15
1.2134e-01,14.84
1.2136e-01,14.84
1.2138e-01,15
1.2140e-01,15.16
1.2142e-01,15.08
1.2144e-01,14.92
1.2146e-01,14.84
1.2148e-01,14.92
1.2150e-01,15.24
1.2152e-01,15.08
1.2154e-01,14.76
1.2156e-01,14.84
1.2158e-01,15
1.2160e-01,15.16
1.2162e-01,15.08
1.2164e-01,14.68
1.2166e-01,14.84
1.2168e-01,14.84
1.2170e-01,15.16
1.2172e-01,15.08
1.2174e-01,14.84
1.2176e-01,14.76
1.2178e-01,15
1.2180e-01,15.16
1.2182e-01,15
1.2184e-01,14.76
1.2186e-01,14.84
1.2188e-01,14.84
1.2190e-01,15.16
1.2192e-01,15.08
1.2194e-01,14.84
1.2196e-01,14.84
1.2198e-01,15
1.2200e-01,15.16
1.2202e-01,15.16
1.2204e-01,14.84
1.2206e-01,14.68
1.2208e-01,14.92
1.2210e-01,15.24
1.2212e-01,15
1.2214e-01,14.76
1.2216e-01,14.76
1.2218e-01,14.92
1.2220e-01,15.08
1.2222e-01,15
1.2224e-01,14.84
1.2226e-01,14.68
1.2228e-01,14.92
1.2230e-01,15.08
1.2232e-01,15
1.2234e-01,14.76
1.2236e-01,14.68
1.2238e-01,14.84
1.2240e-01,15.08
1.2242e-01,14.92
1.2244e-01,14.68
1.2246e-01,14.76
1.2248e-01,14.84
1.2250e-01,15.16
1.2252e-01,15.08
1.2254e-01,14.68
1.2256e-01,14.76
1.2258e-01,15
1.2260e-01,15.16
1.2262e-01,15
1.2264e-01,14.68
1.2266e-01,14.68
1.2268e-01,15
1.2270e-01,15.16
1.2272e-01,15.08
1.2274e-01,14.84
1.2276e-01,14.84
1.2278e-01,15
1.2280e-01,15.24
1.2282e-01,15
1.2284e-01,14.84
1.2286e-01,14.76
1.2288e-01,14.92
1.2290e-01,15.16
1.2292e-01,15
1.2294e-01,14.84
1.2296e-01,14.76
1.2298e-01,15
1.2300e-01,15.08
1.2302e-01,15
1.2304e-01,14.76
1.2306e-01,14.76
1.2308e-01,15
1.2310e-01,15.16
1.2312e-01,15.08
1.2314e-01,14.76
1.2316e-01,14.84
1.2318e-01,14.92
1.2320e-01,15.08
1.2322e-01,15
1.2324e-01,14.76
1.2326e-01,14.84
1.2328e-01,15
1.2330e-01,15.08
1.2332e-01,15
1.2334e-01,14.76
1.2336e-01,14.84
1.2338e-01,15
1.2340e-01,15.24
1.2342e-01,15
1.2344e-01,14.76
1.2346e-01,14.68
1.2348e-01,14.84
1.2350e-01,15.24
1.2352e-01,15.16
1.2354e-01,14.76
1.2356e-01,14.76
1.2358e-01,15
1.2360e-01,15.24
1.2362e-01,15.08
1.2364e-01,14.84
1.2366e-01,14.84
1.2368e-01,15
1.2370e-01,15.16
1.2372e-01,15.08
1.2374e-01,14.76
1.2376e-01,14.84
1.2378e-01,15
1.2380e-01,15.24
1.2382e-01,15.24
1.2384e-01,14.84
1.2386e-01,14.84
1.2388e-01,15
1.2390e-01,15.24
1.2392e-01,15
1.2394e-01,14.76
1.2396e-01,14.84
1.2398e-01,14.92
1.2400e-01,15.16
1.2402e-01,15.16
1.2404e-01,14.84
1.2406e-01,14.84
1.2408e-01,15
1.2410e-01,15.24
1.2412e-01,15.08
1.2414e-01,14.76
1.2416e-01,14.84
1.2418e-01,14.92
1.2420e-01,15.16
1.2422e-01,15
1.2424e-01,14.92
1.2426e-01,14.84
1.2428e-01,15
1.2430e-01,15.16
1.2432e-01,15
1.2434e-01,14.84
1.2436e-01,14.84
1.2438e-01,14.92
1.2440e-01,15.16
1.2442e-01,15
1.2444e-01,14.84
1.2446e-01,14.76
1.2448e-01,15
1.2450e-01,15.24
1.2452e-01,15.24
1.2454e-01,14.84
1.2456e-01,14.84
1.2458e-01,15.08
1.2460e-01,15.24
1.2462e-01,15.08
1.2464e-01,14.92
1.2466e-01,14.84
1.2468e-01,15
1.2470e-01,15.24
1.2472e-01,15.24
1.2474e-01,14.76
1.2476e-01,14.84
1.2478e-01,15.08
1.2480e-01,15.32
1.2482e-01,15.16
1.2484e-01,14.84
1.2486e-01,14.68
1.2488e-01,15.08
1.2490e-01,15.24
1.2492e-01,15.08
1.2494e-01,14.84
1.2496e-01,14.84
1.2498e-01,14.92
1.2500e-01,15.32
1.2502e-01,15.08
1.2504e-01,14.92
1.2506e-01,14.84
1.2508e-01,14.92
1.2510e-01,15.32
1.2512e-01,15.16
1.2514e-01,14.76
1.2516e-01,14.92
1.2518e-01,15
1.2520e-01,15.24
1.2522e-01,15.16
1.2524e-01,14.84
1.2526e-01,14.76
1.2528e-01,15
1.2530e-01,15.16
1.2532e-01,15.08
1.2534e-01,14.76
1.2536e-01,14.84
1.2538e-01,15.08
1.2540e-01,15.32
1.2542e-01,15.16
1.2544e-01,14.76
1.2546e-01,14.84
1.2548e-01,15.08
1.2550e-01,15.24
1.2552e-01,15.16
1.2554e-01,14.84
1.2556e-01,14.76
1.2558e-01,14.84
1.2560e-01,15.24
1.2562e-01,15
1.2564e-01,14.92
1.2566e-01,14.84
1.2568e-01,15
1.2570e-01,15.16
1.2572e-01,15.08
1.2574e-01,14.68
1.2576e-01,14.84
1.2578e-01,15
1.2580e-01,15.24
1.2582e-01,15.08
1.2584e-01,14.84
1.2586e-01,14.92
1.2588e-01,15.08
1.2590e-01,15.24
1.2592e-01,15
1.2594e-01,14.84
1.2596e-01,14.84
1.2598e-01,15
1.2600e-01,15.24
1.2602e-01,15.16
1.2604e-01,14.84
1.2606e-01,14.92
1.2608e-01,15.08
1.2610e-01,15.24
1.2612e-01,15.16
1.2614e-01,14.76
1.2616e-01,14.84
1.2618e-01,14.92
1.2620e-01,15.24
1.2622e-01,15.24
1.2624e-01,14.76
1.2626e-01,14.92
1.2628e-01,15.08
1.2630e-01,15.16
1.2632e-01,15.16
1.2634e-01,14.84
1.2636e-01,14.84
1.2638e-01,15.08
1.2640e-01,15.24
1.2642e-01,15.16
1.2644e-01,14.84
1.2646e-01,14.84
1.2648e-01,15
1.2650e-01,15.16
1.2652e-01,15.08
1.2654e-01,14.76
1.2656e-01,14.76
1.2658e-01,15.08
1.2660e-01,15.24
1.2662e-01,15.08
1.2664e-01,14.68
1.2666e-01,14.76
1.2668e-01,15
1.2670e-01,15.16
1.2672e-01,15.08
1.2674e-01,14.92
1.2676e-01,14.84
1.2678e-01,15.08
1.2680e-01,15.08
1.2682e-01,15.08
1.2684e-01,15
1.2686e-01,14.84
1.2688e-01,15.08
1.2690e-01,15.08
1.2692e-01,15
1.2694e-01,14.92
1.2696e-01,14.76
1.2698e-01,15
1.2700e-01,15.24
1.2702e-01,15
1.2704e-01,15.48
1.2706e-01,14.76
1.2708e-01,15.08
1.2710e-01,15.24
1.2712e-01,15
1.2714e-01,15.32
1.2716e-01,14.84
1.2718e-01,15
1.2720e-01,15.16
1.2722e-01,15.08
1.2724e-01,14.68
1.2726e-01,14.76
1.2728e-01,15.08
1.2730e-01,15.24
1.2732e-01,15.16
1.2734e-01,14.76
1.2736e-01,14.76
1.2738e-01,15
1.2740e-01,15.24
1.2742e-01,15.08
1.2744e-01,14.44
1.2746e-01,14.84
1.2748e-01,15.08
1.2750e-01,15.24
1.2752e-01,14.92
1.2754e-01,14.76
1.2756e-01,14.84
1.2758e-01,14.92
1.2760e-01,15.24
1.2762e-01,15.08
1.2764e-01,14.76
1.2766e-01,14.84
1.2768e-01,15
1.2770e-01,15.24
1.2772e-01,15.16
1.2774e-01,14.76
1.2776e-01,14.76
1.2778e-01,15
1.2780e-01,15.08
1.2782e-01,15.16
1.2784e-01,14.84
1.2786e-01,15
1.2788e-01,15
1.2790e-01,15.08
1.2792e-01,15.16
1.2794e-01,14.84
1.2796e-01,14.84
1.2798e-01,15.08
1.2800e-01,15.32
1.2802e-01,15.08
1.2804e-01,14.92
1.2806e-01,15
1.2808e-01,15.08
1.2810e-01,15.32
1.2812e-01,15.16
1.2814e-01,14.76
1.2816e-01,14.92
1.2818e-01,15.16
1.2820e-01,15.24
1.2822e-01,15.08
1.2824e-01,14.76
1.2826e-01,14.84
1.2828e-01,15
1.2830e-01,15.16
1.2832e-01,15.16
1.2834e-01,14.84
1.2836e-01,14.92
1.2838e-01,15.08
1.2840e-01,15.24
1.2842e-01,15.16
1.2844e-01,14.84
1.2846e-01,14.84
1.2848e-01,15.08
1.2850e-01,15.24
1.2852e-01,15.16
1.2854e-01,14.84
1.2856e-01,14.84
1.2858e-01,15
1.2860e-01,15.32
1.2862e-01,15
1.2864e-01,14.68
1.2866e-01,14.84
1.2868e-01,15.08
1.2870e-01,15.24
1.2872e-01,15.16
1.2874e-01,14.92
1.2876e-01,14.76
1.2878e-01,15.08
1.2880e-01,15.08
1.2882e-01,15.08
1.2884e-01,14.92
1.2886e-01,14.84
1.2888e-01,15
1.2890e-01,15.16
1.2892e-01,15
1.2894e-01,14.84
1.2896e-01,14.84
1.2898e-01,15
1.2900e-01,15.24
1.2902e-01,15.08
1.2904e-01,14.76
1.2906e-01,14.84
1.2908e-01,15.08
1.2910e-01,15.32
1.2912e-01,15
1.2914e-01,14.84
1.2916e-01,14.92
1.2918e-01,15.16
1.2920e-01,15.24
1.2922e-01,15.08
1.2924e-01,14.84
1.2926e-01,15
1.2928e-01,15.08
1.2930e-01,15.16
1.2932e-01,15.16
1.2934e-01,14.84
1.2936e-01,14.76
1.2938e-01,15
1.2940e-01,15.24
1.2942e-01,15
1.2944e-01,14.84
1.2946e-01,14.76
1.2948e-01,15.08
1.2950e-01,15.24
1.2952e-01,15.16
1.2954e-01,14.76
1.2956e-01,14.84
1.2958e-01,15.08
1.2960e-01,15.24
1.2962e-01,15.16
1.2964e-01,14.68
1.2966e-01,14.92
1.2968e-01,15
1.2970e-01,15.16
1.2972e-01,15.16
1.2974e-01,14.76
1.2976e-01,14.84
1.2978e-01,15
1.2980e-01,15.24
1.2982e-01,15.16
1.2984e-01,14.76
1.2986e-01,14.84
1.2988e-01,15
1.2990e-01,15.24
1.2992e-01,15
1.2994e-01,14.92
1.2996e-01,14.92
1.2998e-01,15.08
1.3000e-01,15.32
1.3002e-01,15.16
1.3004e-01,14.84
1.3006e-01,14.76
1.3008e-01,15.08
1.3010e-01,15.24
1.3012e-01,15.16
1.3014e-01,14.84
1.3016e-01,14.92
1.3018e-01,15
1.3020e-01,15.32
1.3022e-01,15.08
1.3024e-01,15
1.3026e-01,14.92
1.3028e-01,15.08
1.3030e-01,15.32
1.3032e-01,15.16
1.3034e-01,14.84
1.3036e-01,14.84
1.3038e-01,15.08
1.3040e-01,15.32
1.3042e-01,15.08
1.3044e-01,14.92
1.3046e-01,14.84
1.3048e-01,15.08
1.3050e-01,15.24
1.3052e-01,15.08
1.3054e-01,14.76
1.3056e-01,14.84
1.3058e-01,15
1.3060e-01,15.24
1.3062e-01,15.16
1.3064e-01,14.84
1.3066e-01,14.84
1.3068e-01,15
1.3070e-01,15.16
1.3072e-01,15.08
1.3074e-01,14.84
1.3076e-01,14.92
1.3078e-01,14.92
1.3080e-01,15.24
1.3082e-01,15
1.3084e-01,14.76
1.3086e-01,14.92
1.3088e-01,14.92
1.3090e-01,15.24
1.3092e-01,15.08
1.3094e-01,14.84
1.3096e-01,14.84
1.3098e-01,15.08
1.3100e-01,15.32
1.3102e-01,15.16
1.3104e-01,14.76
1.3106e-01,14.92
1.3108e-01,15
1.3110e-01,15.24
1.3112e-01,15
1.3114e-01,14.84
1.3116e-01,14.68
1.3118e-01,15.08
1.3120e-01,15.24
1.3122e-01,15.08
1.3124e-01,14.68
1.3126e-01,14.84
1.3128e-01,15
1.3130e-01,15.16
1.3132e-01,15.08
1.3134e-01,14.76
1.3136e-01,14.84
1.3138e-01,15.08
1.3140e-01,15.08
1.3142e-01,14.92
1.3144e-01,14.84
1.3146e-01,14.76
1.3148e-01,14.92
1.3150e-01,15.24
1.3152e-01,14.92
1.3154e-01,14.6
1.3156e-01,14.84
1.3158e-01,15
1.3160e-01,15.24
1.3162e-01,15
1.3164e-01,14.76
1.3166e-01,14.84
1.3168e-01,15
1.3170e-01,15.24
1.3172e-01,15.08
1.3174e-01,14.68
1.3176e-01,14.76
1.3178e-01,15
1.3180e-01,15.24
1.3182e-01,15.08
1.3184e-01,14.84
1.3186e-01,14.84
1.3188e-01,15
1.3190e-01,15.08
1.3192e-01,15.08
1.3194e-01,14.84
1.3196e-01,14.84
1.3198e-01,15
1.3200e-01,15.24
1.3202e-01,15
1.3204e-01,14.84
1.3206e-01,14.84
1.3208e-01,14.92
1.3210e-01,15.24
1.3212e-01,15
1.3214e-01,14.68
1.3216e-01,14.84
1.3218e-01,15
1.3220e-01,15.16
1.3222e-01,15
1.3224e-01,14.84
1.3226e-01,14.92
1.3228e-01,15
1.3230e-01,15.08
1.3232e-01,15.08
1.3234e-01,14.68
1.3236e-01,14.84
1.3238e-01,15
1.3240e-01,15.16
1.3242e-01,15.08
1.3244e-01,14.76
1.3246e-01,14.76
1.3248e-01,15.08
1.3250e-01,15.16
1.3252e-01,15.16
1.3254e-01,14.76
1.3256e-01,14.84
1.3258e-01,15.16
1.3260e-01,15.24
1.3262e-01,15.08
1.3264e-01,14.84
1.3266e-01,14.84
1.3268e-01,15
1.3270e-01,15.24
1.3272e-01,15
1.3274e-01,14.84
1.3276e-01,14.84
1.3278e-01,14.92
1.3280e-01,15.24
1.3282e-01,15.08
1.3284e-01,14.76
1.3286e-01,14.84
1.3288e-01,15
1.3290e-01,15.08
1.3292e-01,15.08
1.3294e-01,14.84
1.3296e-01,14.84
1.3298e-01,15
1.3300e-01,15.16
1.3302e-01,15
1.3304e-01,14.68
1.3306e-01,14.84
1.3308e-01,14.92
1.3310e-01,15.32
1.3312e-01,15.08
1.3314e-01,14.84
1.3316e-01,14.84
1.3318e-01,14.92
1.3320e-01,15.24
1.3322e-01,15.08
1.3324e-01,14.68
1.3326e-01,14.76
1.3328e-01,15
1.3330e-01,15.08
1.3332e-01,15.08
1.3334e-01,14.76
1.3336e-01,14.84
1.3338e-01,15
1.3340e-01,15.24
1.3342e-01,15.08
1.3344e-01,14.84
1.3346e-01,14.92
1.3348e-01,15
1.3350e-01,15.24
1.3352e-01,15.08
1.3354e-01,14.76
1.3356e-01,14.84
1.3358e-01,14.92
1.3360e-01,15.16
1.3362e-01,14.84
1.3364e-01,14.76
1.3366e-01,14.68
1.3368e-01,15.08
1.3370e-01,15.16
1.3372e-01,15
1.3374e-01,14.84
1.3376e-01,14.84
1.3378e-01,15.08
1.3380e-01,15.16
1.3382e-01,15
1.3384e-01,14.84
1.3386e-01,14.84
1.3388e-01,15.08
1.3390e-01,15.16
1.3392e-01,15.08
1.3394e-01,14.76
1.3396e-01,14.76
1.3398e-01,15
1.3400e-01,15.16
1.3402e-01,15.16
1.3404e-01,14.68
1.3406e-01,14.92
1.3408e-01,15.08
1.3410e-01,15.24
1.3412e-01,15
1.3414e-01,14.76
1.3416e-01,14.76
1.3418e-01,15
1.3420e-01,15.24
1.3422e-01,15
1.3424e-01,14.84
1.3426e-01,14.76
1.3428e-01,14.92
1.3430e-01,15.32
1.3432e-01,15
1.3434e-01,14.68
1.3436e-01,14.84
1.3438e-01,15
1.3440e-01,15.24
1.3442e-01,15.16
1.3444e-01,14.76
1.3446e-01,14.84
1.3448e-01,15
1.3450e-01,15.16
1.3452e-01,15.16
1.3454e-01,14.68
1.3456e-01,14.84
1.3458e-01,15
1.3460e-01,15.16
1.3462e-01,15.08
1.3464e-01,14.76
1.3466e-01,14.84
1.3468e-01,15
1.3470e-01,15.24
1.3472e-01,15
1.3474e-01,14.84
1.3476e-01,14.84
1.3478e-01,15
1.3480e-01,15.16
1.3482e-01,15.08
1.3484e-01,14.76
1.3486e-01,14.76
1.3488e-01,15
1.3490e-01,15.16
1.3492e-01,15.08
1.3494e-01,14.84
1.3496e-01,14.84
1.3498e-01,15.08
1.3500e-01,15.24
1.3502e-01,14.84
1.3504e-01,14.84
1.3506e-01,14.84
1.3508e-01,15.08
1.3510e-01,15.24
1.3512e-01,15.08
1.3514e-01,14.76
1.3516e-01,14.84
1.3518e-01,15
1.3520e-01,15.16
1.3522e-01,15
1.3524e-01,14.76
1.3526e-01,14.84
1.3528e-01,15
1.3530e-01,15.32
1.3532e-01,15.16
1.3534e-01,14.76
1.3536e-01,14.76
1.3538e-01,15.08
1.3540e-01,15.32
1.3542e-01,14.92
1.3544e-01,14.84
1.3546e-01,14.84
1.3548e-01,15
1.3550e-01,15.16
1.3552e-01,15.08
1.3554e-01,14.84
1.3556e-01,14.92
1.3558e-01,14.92
1.3560e-01,15.16
1.3562e-01,15.16
1.3564e-01,14.92
1.3566e-01,14.84
1.3568e-01,15.08
1.3570e-01,15.24
1.3572e-01,15.16
1.3574e-01,14.84
1.3576e-01,14.92
1.3578e-01,15
1.3580e-01,15.32
1.3582e-01,15
1.3584e-01,14.84
1.3586e-01,14.76
1.3588e-01,14.92
1.3590e-01,15.16
1.3592e-01,15
1.3594e-01,14.68
1.3596e-01,14.76
1.3598e-01,15
1.3600e-01,15.24
1.3602e-01,15
1.3604e-01,14.68
1.3606e-01,14.84
1.3608e-01,15
1.3610e-01,15.24
1.3612e-01,15
1.3614e-01,14.76
1.3616e-01,14.92
1.3618e-01,14.92
1.3620e-01,15.16
1.3622e-01,15.08
1.3624e-01,14.76
1.3626e-01,14.76
1.3628e-01,15
1.3630e-01,15.16
1.3632e-01,15.08
1.3634e-01,14.76
1.3636e-01,14.84
1.3638e-01,15.08
1.3640e-01,15.24
1.3642e-01,15.08
1.3644e-01,14.84
1.3646e-01,14.84
1.3648e-01,15.08
1.3650e-01,15.24
1.3652e-01,15.24
1.3654e-01,14.84
1.3656e-01,14.92
1.3658e-01,15.08
1.3660e-01,15.24
1.3662e-01,15.08
1.3664e-01,14.84
1.3666e-01,15
1.3668e-01,15.08
1.3670e-01,15.16
1.3672e-01,15.08
1.3674e-01,14.76
1.3676e-01,14.92
1.3678e-01,15.08
1.3680e-01,15.16
1.3682e-01,15.08
1.3684e-01,14.84
1.3686e-01,15
1.3688e-01,15.08
1.3690e-01,15.24
1.3692e-01,15.08
1.3694e-01,14.84
1.3696e-01,14.84
1.3698e-01,15.08
1.3700e-01,15.24
1.3702e-01,15.08
1.3704e-01,14.84
1.3706e-01,14.92
1.3708e-01,15.08
1.3710e-01,15.16
1.3712e-01,15
1.3714e-01,14.76
1.3716e-01,14.92
1.3718e-01,15.16
1.3720e-01,15.24
1.3722e-01,15.16
1.3724e-01,14.84
1.3726e-01,14.84
1.3728e-01,15.08
1.3730e-01,15.24
1.3732e-01,15.08
1.3734e-01,14.84
1.3736e-01,14.84
1.3738e-01,15.08
1.3740e-01,15.16
1.3742e-01,15
1.3744e-01,14.92
1.3746e-01,14.84
1.3748e-01,15.08
1.3750e-01,15.16
1.3752e-01,15.16
1.3754e-01,14.84
1.3756e-01,14.76
1.3758e-01,15
1.3760e-01,15.24
1.3762e-01,15.08
1.3764e-01,14.76
1.3766e-01,14.92
1.3768e-01,15.08
1.3770e-01,15.24
1.3772e-01,15
1.3774e-01,14.84
1.3776e-01,14.84
1.3778e-01,15
1.3780e-01,15.24
1.3782e-01,15.08
1.3784e-01,14.84
1.3786e-01,14.92
1.3788e-01,15.08
1.3790e-01,15.08
1.3792e-01,15.08
1.3794e-01,14.84
1.3796e-01,14.84
1.3798e-01,15.08
1.3800e-01,15.08
1.3802e-01,15
1.3804e-01,14.84
1.3806e-01,14.92
1.3808e-01,15
1.3810e-01,15.16
1.3812e-01,15
1.3814e-01,14.84
1.3816e-01,14.92
1.3818e-01,14.92
1.3820e-01,15.24
1.3822e-01,14.92
1.3824e-01,14.76
1.3826e-01,14.84
1.3828e-01,15
1.3830e-01,15.16
1.3832e-01,15
1.3834e-01,14.68
1.3836e-01,14.76
1.3838e-01,15
1.3840e-01,15.24
1.3842e-01,15
1.3844e-01,14.76
1.3846e-01,14.84
1.3848e-01,15
1.3850e-01,15.24
1.3852e-01,15
1.3854e-01,14.84
1.3856e-01,15
1.3858e-01,15
1.3860e-01,15.16
1.3862e-01,15
1.3864e-01,14.76
1.3866e-01,14.92
1.3868e-01,15.16
1.3870e-01,15.16
1.3872e-01,15
1.3874e-01,14.84
1.3876e-01,14.84
1.3878e-01,15.16
1.3880e-01,15.32
1.3882e-01,15.16
1.3884e-01,14.84
1.3886e-01,14.84
1.3888e-01,15.08
1.3890e-01,15.24
1.3892e-01,15
1.3894e-01,14.76
1.3896e-01,14.84
1.3898e-01,15.08
1.3900e-01,15.24
1.3902e-01,15
1.3904e-01,14.76
1.3906e-01,14.68
1.3908e-01,15.16
1.3910e-01,15.16
1.3912e-01,15.16
1.3914e-01,14.84
1.3916e-01,14.92
1.3918e-01,15
1.3920e-01,15.32
1.3922e-01,15.16
1.3924e-01,14.84
1.3926e-01,14.92
1.3928e-01,15.24
1.3930e-01,15.24
1.3932e-01,15
1.3934e-01,14.84
1.3936e-01,14.92
1.3938e-01,15.16
1.3940e-01,15.16
1.3942e-01,15.08
1.3944e-01,14.84
1.3946e-01,14.84
1.3948e-01,15.08
1.3950e-01,15.24
1.3952e-01,15.08
1.3954e-01,14.76
1.3956e-01,14.76
1.3958e-01,15.08
1.3960e-01,15.08
1.3962e-01,15.08
1.3964e-01,14.76
1.3966e-01,14.84
1.3968e-01,15
1.3970e-01,15.16
1.3972e-01,15
1.3974e-01,14.68
1.3976e-01,14.84
1.3978e-01,15.08
1.3980e-01,15.16
1.3982e-01,14.92
1.3984e-01,14.76
1.3986e-01,14.92
1.3988e-01,15.08
1.3990e-01,15.16
1.3992e-01,15
1.3994e-01,14.76
1.3996e-01,14.84
1.3998e-01,15.08
1.4000e-01,15.24
1.4002e-01,15
1.4004e-01,14.84
1.4006e-01,14.84
1.4008e-01,15.08
1.4010e-01,15.24
1.4012e-01,15.08
1.4014e-01,14.84
1.4016e-01,14.84
1.4018e-01,15
1.4020e-01,15.24
1.4022e-01,15.08
1.4024e-01,14.76
1.4026e-01,14.84
1.4028e-01,15.08
1.4030e-01,15.16
1.4032e-01,14.92
1.4034e-01,14.76
1.4036e-01,14.92
1.4038e-01,15.16
1.4040e-01,15.24
1.4042e-01,15.08
1.4044e-01,14.84
1.4046e-01,14.84
1.4048e-01,15
1.4050e-01,15.24
1.4052e-01,15
1.4054e-01,14.76
1.4056e-01,14.84
1.4058e-01,15.08
1.4060e-01,15.24
1.4062e-01,15.16
1.4064e-01,14.84
1.4066e-01,14.92
1.4068e-01,15.08
1.4070e-01,15.24
1.4072e-01,15
1.4074e-01,14.84
1.4076e-01,14.84
1.4078e-01,15.16
1.4080e-01,15.24
1.4082e-01,15.16
1.4084e-01,14.84
1.4086e-01,14.84
1.4088e-01,15.08
1.4090e-01,15.24
1.4092e-01,15.08
1.4094e-01,14.84
1.4096e-01,14.84
1.4098e-01,15.24
1.4100e-01,15.4
1.4102e-01,15
1.4104e-01,14.76
1.4106e-01,14.84
1.4108e-01,15
1.4110e-01,15.24
1.4112e-01,15
1.4114e-01,14.76
1.4116e-01,14.84
1.4118e-01,15
1.4120e-01,15.24
1.4122e-01,15
1.4124e-01,14.84
1.4126e-01,14.92
1.4128e-01,15.08
1.4130e-01,15
1.4132e-01,15.08
1.4134e-01,14.76
1.4136e-01,14.84
1.4138e-01,15.08
1.4140e-01,15.24
1.4142e-01,15
1.4144e-01,14.76
1.4146e-01,14.92
1.4148e-01,15
1.4150e-01,15.24
1.4152e-01,15.08
1.4154e-01,14.76
1.4156e-01,14.92
1.4158e-01,15
1.4160e-01,15.08
1.4162e-01,15.08
1.4164e-01,14.84
1.4166e-01,14.84
1.4168e-01,15.08
1.4170e-01,15.4
1.4172e-01,15.08
1.4174e-01,14.76
1.4176e-01,14.84
1.4178e-01,15.08
1.4180e-01,15.32
1.4182e-01,15.08
1.4184e-01,14.84
1.4186e-01,14.92
1.4188e-01,15
1.4190e-01,15.16
1.4192e-01,15.08
1.4194e-01,14.84
1.4196e-01,14.84
1.4198e-01,15.08
1.4200e-01,15.16
1.4202e-01,15
1.4204e-01,14.76
1.4206e-01,14.92
1.4208e-01,15.16
1.4210e-01,15.24
1.4212e-01,15
1.4214e-01,14.84
1.4216e-01,14.92
1.4218e-01,15.08
1.4220e-01,15.24
1.4222e-01,15.08
1.4224e-01,14.84
1.4226e-01,15
1.4228e-01,15
1.4230e-01,15.32
1.4232e-01,15.08
1.4234e-01,14.84
1.4236e-01,14.92
1.4238e-01,15.08
1.4240e-01,15.16
1.4242e-01,15.16
1.4244e-01,14.92
1.4246e-01,14.84
